channel_short,date,topic,text,clean_text,label_name
mosrutop,2026-05-22T07:33:04+00:00,6,"🌩 **Сегодня в Москве ожидается непогода.** [**По прогнозам синоптиков,**](https://www.mos.ru/news/item/170322073/) во второй половине дня возможен ливень, местами гроза и град, а также сильный ветер с порывами до 17 м/с.

Будьте осторожны на улицах и дорогах. Не укрывайтесь под деревьями и не паркуйте под ними автомобили. 

В чрезвычайной ситуации необходимо звонить в экстренные службы по единому номеру: 112.

🐭 «Город Москва» в [МАКС](https://max.ru/mosru) и [Telegram](https://t.me/mosrutop)",сегодня в москве ожидается непогода по прогнозам синоптиков во второй половине дня возможен ливень местами гроза и град а также сильный ветер с порывами до 17 м с будьте осторожны на улицах и дорогах не укрывайтесь под деревьями и не паркуйте под ними автомобили в чрезвычайной ситуации необходимо звонить в экстренные службы по единому номеру 112 город москва в макс и telegram,Искусство и культура
karoartcinema,2026-05-22T10:10:01+00:00,6,"**Премьера **[**«Закулисье реальности»**](https://karofilm.ru/film/16075?date=2026-06-02)** с Ренатой Реинсве и Чиветелем Эджиофором уже 2 июня **⚡️

В Москве после показа зрители смогут задать вопросы режиссеру фильма Кейну Парсонсу, который подключится к нам онлайн. В Краснодаре, по традиции, разговор после титров проведет киновед Кира Кац.

Хоррор от студии A24 основан на феномене лиминальных пространств — бескрайних лабиринтах желтых коридоров, где не действуют привычные законы времени и пространства.",премьера закулисье реальности с ренатой реинсве и чиветелем эджиофором уже 2 июня в москве после показа зрители смогут задать вопросы режиссеру фильма кейну парсонсу который подключится к нам онлайн в краснодаре по традиции разговор после титров проведет киновед кира кац хоррор от студии a24 основан на феномене лиминальных пространств бескрайних лабиринтах желтых коридоров где не действуют привычные законы времени и пространства,Искусство и культура
mosrutop,2026-05-22T13:01:33+00:00,6,"**🕷️** **Отправляетесь на прогулку в парк или хотите провести выходные на природе?** Тогда не забывайте о том, как обезопасить себя от клещей. Напоминаем, как избежать неприятной встречи с паразитом и что делать, если он все-таки укусил вас или вашего питомца, в наших карточках.

🐭 «Город Москва» в [МАКС](https://max.ru/mosru) и [Telegram](https://t.me/mosrutop)",отправляетесь на прогулку в парк или хотите провести выходные на природе тогда не забывайте о том как обезопасить себя от клещей напоминаем как избежать неприятной встречи с паразитом и что делать если он все таки укусил вас или вашего питомца в наших карточках город москва в макс и telegram,Искусство и культура
mosrutop,2026-05-23T06:05:18+00:00,6,"✍️ **За вечер 22 мая и прошедшую ночь силы ПВО Минобороны сбили 10 БПЛА, летевших на Москву. **Об этом [сообщил Сергей Собянин в своем канале в МАКС.](https://max.ru/mossobyanin) На месте падения обломков работают специалисты экстренных служб.",за вечер 22 мая и прошедшую ночь силы пво минобороны сбили 10 бпла летевших на москву об этом сообщил сергей собянин в своем канале в макс на месте падения обломков работают специалисты экстренных служб,Искусство и культура
karoartcinema,2026-02-28T11:14:02+00:00,6,"Китайская трансформация эпохи Дэн Сяопина и Чжао Цзыяна, «перестройка» в СССР,  восстановление культурного обмена после окончания эпохи «Великой дружбы» и не менее великого противостояния, фильм Бертолуччи на ММКФ и премьера в «России» — обо всем этом не только как историк, но и как очевидец событий расскажет кинокуратор Максим Павлов на специальном показе картины «Последний император».

[**«Последний император»**](https://karofilm.ru/film/15379?date=2026-03-01)
Уже завтра, 1 марта в киноцентре «Октябрь». В Краснодаре фильм представит и обсудит киновед Кира Кац 📽️",китайская трансформация эпохи дэн сяопина и чжао цзыяна перестройка в ссср восстановление культурного обмена после окончания эпохи великой дружбы и не менее великого противостояния фильм бертолуччи на ммкф и премьера в россии обо всем этом не только как историк но и как очевидец событий расскажет кинокуратор максим павлов на специальном показе картины последний император последний император уже завтра 1 марта в киноцентре октябрь в краснодаре фильм представит и обсудит киновед кира кац,Искусство и культура
mosrutop,2026-05-21T09:01:41+00:00,6,"💪💪 **В последнюю неделю весны в столице **[**пройдут соревнования**](https://www.mos.ru/news/item/170209073/)** по гольфу, плаванию, хоккею и благотворительный забег. **Для участия необходима регистрация. 

📅 28 мая — первый этап юниорского тура по гольфу «[Золотой мяч — 2026](https://mos-golf.ru/tournaments_new/zol_m_1_26/)» в Moscow Country Club.

📅 30 мая — благотворительный забег «Зеленый марафон» по центральным улицам.

📅 30 и 31 мая — финальные игры Офицерской хоккейной лиги в «Навка Арене».

📅 31 мая — соревнования по плаванию на открытой воде «[Кубок чемпионов Swimcup](https://swimcup.ru/series/478-krylatskoe-2026/)» на Гребном канале.",в последнюю неделю весны в столице пройдут соревнования по гольфу плаванию хоккею и благотворительный забег для участия необходима регистрация 28 мая первый этап юниорского тура по гольфу золотой мяч 2026 в moscow country club 30 мая благотворительный забег зеленый марафон по центральным улицам 30 и 31 мая финальные игры офицерской хоккейной лиги в навка арене 31 мая соревнования по плаванию на открытой воде кубок чемпионов swimcup на гребном канале,Искусство и культура
mosrutop,2026-05-11T16:00:33+00:00,6,"🧭 **Ежегодные всероссийские **[**соревнования по спортивному ориентированию**](https://www.mos.ru/news/item/169729073/)** «Российский азимут» пройдут 16 мая на ВДНХ. **Участникам нужно будет найти контрольные пункты на территории главной выставки страны. В этом им помогут карты, которые выдадут на старте. Для победы необходимо быстрее всех пройти нужное количество точек и вернуться к финишу. 

📅 С 11:00 до 16:00
📍 Площадка перед строением № 574
✅ [Регистрация](https://orientband.ru/rosazimut26)

❤️ «Город Москва» в [МАКС](https://max.ru/mosru) и [Telegram](https://t.me/mosrutop).",ежегодные всероссийские соревнования по спортивному ориентированию российский азимут пройдут 16 мая на вднх участникам нужно будет найти контрольные пункты на территории главной выставки страны в этом им помогут карты которые выдадут на старте для победы необходимо быстрее всех пройти нужное количество точек и вернуться к финишу с 11 00 до 16 00 площадка перед строением 574 регистрация город москва в макс и telegram,Искусство и культура
mosrutop,2026-05-15T09:00:26+00:00,6,"❗️**В ЦАО и ЗАО временно **[**перекроют движение транспорта**](https://www.mos.ru/news/item/169857073/)** для проведения Московского мотофестиваля. **Основные ограничения запланированы на 16 мая. Проезд закроют на внешней стороне Садового кольца, Университетской площади, Воробьевском шоссе и Бережковской набережной.

Водителям рекомендуют заранее планировать маршруты объезда или воспользоваться метро. Подробнее об ограничениях — в инфографике.

❤️«Город Москва» в [МАКС](https://max.ru/mosru) и [Telegram](https://t.me/mosrutop).",в цао и зао временно перекроют движение транспорта для проведения московского мотофестиваля основные ограничения запланированы на 16 мая проезд закроют на внешней стороне садового кольца университетской площади воробьевском шоссе и бережковской набережной водителям рекомендуют заранее планировать маршруты объезда или воспользоваться метро подробнее об ограничениях в инфографике город москва в макс и telegram,Искусство и культура
mosrutop,2026-05-20T13:03:41+00:00,6,"🚑🚑**Как трансплантология стала частью городской медицины
**
Сегодня в Москве живут более шести тысяч человек с пересаженными органами. Они работают, гуляют, растят детей, строят планы, хотя еще недавно для многих из них это казалось невозможным.

Трансплантация давно перестала быть редкой практикой. В 2026 операции, которые раньше длились до 12 часов, могут занимать **чуть больше часа** — благодаря развитию технологий и опыту врачей.

А в Институте Склифосовского сегодня выполняют все виды таких вмешательств — **от пересадки почки до сложнейших операций на легких и сердце.**

Здесь же проводят уникальные для России операции: например, трансплантацию тонкой кишки и пересадку рук. А пациенты, которые еще год назад не могли самостоятельно дышать или двигаться, возвращаются к обычной жизни.

Разбираю, [как устроена современная трансплантология в Москве, в посте](https://www.sobyanin.ru/bolee-sta-transplantatsii-legkih-i-drugie-dostizheniya-instituta-sklifosovskogo?utm_source=tg&utm_medium=post&utm_campaign=200526)",как трансплантология стала частью городской медицины сегодня в москве живут более шести тысяч человек с пересаженными органами они работают гуляют растят детей строят планы хотя еще недавно для многих из них это казалось невозможным трансплантация давно перестала быть редкой практикой в 2026 операции которые раньше длились до 12 часов могут занимать чуть больше часа благодаря развитию технологий и опыту врачей а в институте склифосовского сегодня выполняют все виды таких вмешательств от пересадки почки до сложнейших операций на легких и сердце здесь же проводят уникальные для россии операции например трансплантацию тонкой кишки и пересадку рук а пациенты которые еще год назад не могли самостоятельно дышать или двигаться возвращаются к обычной жизни разбираю как устроена современная трансплантология в москве в посте,Искусство и культура
mosrutop,2026-05-22T11:21:01+00:00,6,"⚠️ **Напоминаем, что завтра, а также 24 и 25 мая временно изменится схема движения на некоторых улицах в центре. **Это связано с проведением полумарафона «ЗаБег.РФ», а также велогонки и велофестиваля. 

🕞 23 мая с 05:00 до 21:00 закроют проезд по Большому Москворецкому мосту и участку улицы Варварки. В разное время также нельзя будет проехать по участкам улиц Большая Полянка, Житной, Мытной, Смоленской, а также по ряду набережных.

🕞 23 мая с 08:00 до 16:00 закроют проезд по участку Садового кольца от Валовой улицы, дома 20 до Новинского бульвара, дома 15.

🕞 23 мая с 10:00 до 23:59 и с 13:30 24 мая до 05:00 25 мая на участке проспекта Академика Сахарова закроют движение по одной полосе в каждом направлении.

🕞 24 мая с 08:00 и до завершения соревнования нельзя будет проехать по всему Садовому кольцу в обоих направлениях.

В местах ограничений также нельзя будет парковаться. Подробности — в инфографике.",напоминаем что завтра а также 24 и 25 мая временно изменится схема движения на некоторых улицах в центре это связано с проведением полумарафона забег рф а также велогонки и велофестиваля 23 мая с 05 00 до 21 00 закроют проезд по большому москворецкому мосту и участку улицы варварки в разное время также нельзя будет проехать по участкам улиц большая полянка житной мытной смоленской а также по ряду набережных 23 мая с 08 00 до 16 00 закроют проезд по участку садового кольца от валовой улицы дома 20 до новинского бульвара дома 15 23 мая с 10 00 до 23 59 и с 13 30 24 мая до 05 00 25 мая на участке проспекта академика сахарова закроют движение по одной полосе в каждом направлении 24 мая с 08 00 и до завершения соревнования нельзя будет проехать по всему садовому кольцу в обоих направлениях в местах ограничений также нельзя будет парковаться подробности в инфографике,Искусство и культура
mosrutop,2026-05-21T06:01:32+00:00,6,"❗️**Ряд улиц и набережных в центре столицы **[**временно перекроют**](https://www.mos.ru/news/item/170134073/)** для движения транспорта. **Ограничения связаны с проведением полумарафона «ЗаБег.РФ» и продлятся до 24 мая. Водителей просят заранее планировать маршрут.

23 мая с 05:00 до 21:00 полностью перекроют Большой Москворецкий мост и часть Садового кольца. Кроме того, будет ограничен проезд по Кремлевской, Пречистенской и Москворецкой набережным. Парковка на этих участках будет запрещена до окончания мероприятия.",ряд улиц и набережных в центре столицы временно перекроют для движения транспорта ограничения связаны с проведением полумарафона забег рф и продлятся до 24 мая водителей просят заранее планировать маршрут 23 мая с 05 00 до 21 00 полностью перекроют большой москворецкий мост и часть садового кольца кроме того будет ограничен проезд по кремлевской пречистенской и москворецкой набережным парковка на этих участках будет запрещена до окончания мероприятия,Искусство и культура
mosrutop,2026-05-18T05:40:17+00:00,6,"⚠️ **С 21 по 24 мая на ряде улиц в центре Москвы **[**изменится схема движения.**](https://www.mos.ru/news/item/169919073/)** **Это связано с проведением полумарафона «ЗаБег.РФ». Основные ограничения введут в день мероприятия, 23 мая. Так, в разное время нельзя будет проехать:

✍️ по участкам улиц Варварки, Большая Полянка, Житной, Мытной, Смоленской, Малого Москворецкого моста и Большого Москворецкого моста;

✍️ по участкам набережных, включая Смоленскую, Фрунзенскую, Ростовскую, Саввинскую, Новодевичью, Пречистенскую, Кремлевскую, Москворецкую;

✍️ по Садовому кольцу от дома 20 на Валовой улице до дома 15 на Новинском бульваре.

На местах перекрытий с 00:01 23 мая и до окончания полумарафона запрещена парковка.
Подробнее обо всех изменениях — в инфографике.

«Город Москва» в [МАКС](https://max.ru/mosru) и [Telegram](https://t.me/mosrutop)",с 21 по 24 мая на ряде улиц в центре москвы изменится схема движения это связано с проведением полумарафона забег рф основные ограничения введут в день мероприятия 23 мая так в разное время нельзя будет проехать по участкам улиц варварки большая полянка житной мытной смоленской малого москворецкого моста и большого москворецкого моста по участкам набережных включая смоленскую фрунзенскую ростовскую саввинскую новодевичью пречистенскую кремлевскую москворецкую по садовому кольцу от дома 20 на валовой улице до дома 15 на новинском бульваре на местах перекрытий с 00 01 23 мая и до окончания полумарафона запрещена парковка подробнее обо всех изменениях в инфографике город москва в макс и telegram,Искусство и культура
mosrutop,2026-05-23T10:31:01+00:00,6,"🎬 **Выставочный проект «Вертикаль жизни Станислава Говорухина», посвященный 90-летию со дня его рождения, **[**откроется 19 июня в парке «Зарядье».**](https://www.mos.ru/news/item/170339073/)** **Посетители смогут отправиться в путешествие по ключевым вехам творчества режиссера. 

Гости увидят картины мастера, личные вещи, фотографии со съемок, воссозданные с помощью мультимедийных средств эпизоды съемочного процесса, интерактивные элементы, вовлекающие в мир кинопроизводства, а также интерьер кабинета режиссера, где он много лет работал на «Мосфильме». 

В специальном кинотеатре будут показывать фильмы «Конец прекрасной эпохи», «Благословите женщину», «Артистка», «Не хлебом единым», «Ворошиловский стрелок» и «Брызги шампанского». 

Вход — [по билетам.](https://bilet.mos.ru/event/667432257/)",выставочный проект вертикаль жизни станислава говорухина посвященный 90 летию со дня его рождения откроется 19 июня в парке зарядье посетители смогут отправиться в путешествие по ключевым вехам творчества режиссера гости увидят картины мастера личные вещи фотографии со съемок воссозданные с помощью мультимедийных средств эпизоды съемочного процесса интерактивные элементы вовлекающие в мир кинопроизводства а также интерьер кабинета режиссера где он много лет работал на мосфильме в специальном кинотеатре будут показывать фильмы конец прекрасной эпохи благословите женщину артистка не хлебом единым ворошиловский стрелок и брызги шампанского вход по билетам,Искусство и культура
karoartcinema,2026-02-27T09:08:23+00:00,6,"**Актуальное научное кино на VI Международном фестивале ФАНК в рамках КАРО/АРТ**

В этом году фестиваль собрал картины из Швейцарии, США, Австрии, Норвегии и России. Программа охватывает широчайший спектр тем — от загадок астрофизики до тонкостей психологии подростков.  

👀  Фильмом открытия станет **«Однажды в Ленинграде» Павла Архипова**, основанный на мемуарах Павла Клушанцева — советского режиссера, который предсказал развитие мировой космонавтики за десятки лет до реальных событий.

👀  На закрытии покажут премьеру фильма **Валерии Семенчуковой «Служба Солнца»** — масштабного исследования звезды: от истории советских наблюдений до строительства в Бурятии одного из крупнейших в мире гелиогеофизических комплексов.

[29 марта — 12 апреля](https://karofilm.ru/films/118)
Москва / киноцентр «Октябрь»

Международное жюри выберет лучший фильм фестиваля, а зрители решат, кому достанется приз зрительских симпатий.",актуальное научное кино на vi международном фестивале фанк в рамках каро арт в этом году фестиваль собрал картины из швейцарии сша австрии норвегии и россии программа охватывает широчайший спектр тем от загадок астрофизики до тонкостей психологии подростков фильмом открытия станет однажды в ленинграде павла архипова основанный на мемуарах павла клушанцева советского режиссера который предсказал развитие мировой космонавтики за десятки лет до реальных событий на закрытии покажут премьеру фильма валерии семенчуковой служба солнца масштабного исследования звезды от истории советских наблюдений до строительства в бурятии одного из крупнейших в мире гелиогеофизических комплексов 29 марта 12 апреля москва киноцентр октябрь международное жюри выберет лучший фильм фестиваля а зрители решат кому достанется приз зрительских симпатий,Искусство и культура
mosrutop,2026-05-18T07:06:10+00:00,6,"🚑🚑 **Московский ИИ-сервис лучевой диагностики стал национальным**. Несколько лет назад во время пандемии мы впервые использовали технологии искусственного интеллекта, чтобы быстрее анализировать снимки пациентов. Эксперимент оказался успешным и сейчас — это полноценная система, к которой подключены 2 тыс. медицинских организаций по всей стране.

За январь-март 2026 года платформа «МосМедИИ» помогла проанализировать 2 млн снимков. Проект объединяет 18 ИИ-сервисов. Для врачей из регионов это быстрый доступ к экспертизе столичного уровня. 

🐎 Подробнее о том, как московская медицина использует искусственный интеллект и помогает регионам, [рассказываю в моем посте](https://www.sobyanin.ru/kak-moskovskii-servis-stal-natsionalnym?utm_source=tg&utm_medium=post&utm_campaign=180526)",московский ии сервис лучевой диагностики стал национальным несколько лет назад во время пандемии мы впервые использовали технологии искусственного интеллекта чтобы быстрее анализировать снимки пациентов эксперимент оказался успешным и сейчас это полноценная система к которой подключены 2 тыс медицинских организаций по всей стране за январь март 2026 года платформа мосмедии помогла проанализировать 2 млн снимков проект объединяет 18 ии сервисов для врачей из регионов это быстрый доступ к экспертизе столичного уровня подробнее о том как московская медицина использует искусственный интеллект и помогает регионам рассказываю в моем посте,Искусство и культура
karoartcinema,2026-01-30T14:02:07+00:00,6,"**9 фактов о создании картины «Красавица и дракон» Мамору Хосоды** **__→__**

Аниме от создателя работ «Девочка, покорившая время», «Летние войны», «Ученик чудовища» — это синтез японской и общемировой анимации. Премьера в 2021 году состоялась на Каннском кинофестивале и, если вас возможно впечатлить цифрами, получила 14-минутные аплодисменты.

Смотрим фильм с исследователем аниме Валерием Корнеевым[ 4 февраля в киноцентре «Октябрь»](https://karofilm.ru/film/15380?date=2026-02-04). А пока, 9 фактов об аниме от Валерия — в карточках.",9 фактов о создании картины красавица и дракон мамору хосоды аниме от создателя работ девочка покорившая время летние войны ученик чудовища это синтез японской и общемировой анимации премьера в 2021 году состоялась на каннском кинофестивале и если вас возможно впечатлить цифрами получила 14 минутные аплодисменты смотрим фильм с исследователем аниме валерием корнеевым 4 февраля в киноцентре октябрь а пока 9 фактов об аниме от валерия в карточках,Искусство и культура
karoartcinema,2026-04-18T09:45:03+00:00,6,"Друзья, делаем выводы:

1. Никто из нас не устал от Джима Джармуша.
2. Все соскучились по Ольге Макаровой.

На показ [«Отец мать сестра брат»](https://karofilm.ru/film/15669?date=2026-04-27) осталось всего несколько билетов. Забирайте оставшиеся и увидимся в понедельник после работы ❤️‍🔥",друзья делаем выводы 1 никто из нас не устал от джима джармуша 2 все соскучились по ольге макаровой на показ отец мать сестра брат осталось всего несколько билетов забирайте оставшиеся и увидимся в понедельник после работы,Искусство и культура
mosrutop,2026-05-23T14:34:18+00:00,6,"😃😃  **7 дней до старта**[** проекта «Лето в Москве»**](https://leto.mos.ru/)

Совсем скоро мы возвращаемся, а значит, впереди месяцы фестивалей, концертов, спорта, кино под открытым небом и прогулок до ночи. Весь город снова станет одной большой площадкой для отдыха, встреч и ярких эмоций.

**Стартуем уже 30 мая.** Готовься прожить это лето громко!

😃 Подписывайся на самые летние каналы в [МАКС ](https://max.ru/moscowfests)и [Telegram.](https://t.me/moscowfests)",7 дней до старта проекта лето в москве совсем скоро мы возвращаемся а значит впереди месяцы фестивалей концертов спорта кино под открытым небом и прогулок до ночи весь город снова станет одной большой площадкой для отдыха встреч и ярких эмоций стартуем уже 30 мая готовься прожить это лето громко подписывайся на самые летние каналы в макс telegram,Искусство и культура
mosrutop,2026-05-22T16:35:01+00:00,6,"🏆 **Московские школьники показали блестящие результаты на Открытой международной олимпиаде по биологии.** Они завоевали 7 медалей: 6 золотых и 1 серебряную. 

Состязания проходили с 15 по 22 мая на федеральной территории «Сириус». За победу боролись представители более 15 стран, среди которых Казахстан, Армения, Киргизия, Индонезия, Бангладеш, Венесуэла, ЮАР, Турция и Таиланд.

«Молодцы, ребята! Мы вами гордимся», — [поздравил Сергей Собянин в своем канале в МАКС.](https://max.ru/mossobyanin/AZ5QU3mgeuM)",московские школьники показали блестящие результаты на открытой международной олимпиаде по биологии они завоевали 7 медалей 6 золотых и 1 серебряную состязания проходили с 15 по 22 мая на федеральной территории сириус за победу боролись представители более 15 стран среди которых казахстан армения киргизия индонезия бангладеш венесуэла юар турция и таиланд молодцы ребята мы вами гордимся поздравил сергей собянин в своем канале в макс,Искусство и культура
karoartcinema,2026-04-21T12:44:26+00:00,6,"**Секретный рецепт только для тех, кто любит Карвая! 🤫**

По нашей просьбе мастера китайской кухни (и такие же поклонники азиатского кинематографа, как и мы) WU SHU раскрыли рецепт своей Курицы кока-кола. Сохраняйте! 🍛🥢 

В фильмах Карвая азиатские блюда играют не последнюю роль — мы часто видим их в кадре, потому что они буквально встраиваются в драматургию фильма. 

Тем временем, впереди еще три показа цикла [«Разбирая Карвая»:](https://karofilm.ru/films/115) 

26 апреля — «Падшие ангелы»
19 мая — «Прах времен»
10 июня — «Чунгкингский экспресс»",секретный рецепт только для тех кто любит карвая по нашей просьбе мастера китайской кухни и такие же поклонники азиатского кинематографа как и мы wu shu раскрыли рецепт своей курицы кока кола сохраняйте в фильмах карвая азиатские блюда играют не последнюю роль мы часто видим их в кадре потому что они буквально встраиваются в драматургию фильма тем временем впереди еще три показа цикла разбирая карвая 26 апреля падшие ангелы 19 мая прах времен 10 июня чунгкингский экспресс,Искусство и культура
mosrutop,2026-05-23T10:01:35+00:00,6,"**📚 Скрываемся от жары в тени книжных полок. **До конца лета в трех парках будут открыты уютные лесные библиотеки, окруженные пышной зеленью и цветами. Туда стоит заглянуть не только ради чтения: по выходным в них проходят мастер-классы, музыкальные вечера и пленэры.

📍 **Где:**
Парк «Ходынское поле» 
Парк 50-летия Октября
Усадьба Воронцово",скрываемся от жары в тени книжных полок до конца лета в трех парках будут открыты уютные лесные библиотеки окруженные пышной зеленью и цветами туда стоит заглянуть не только ради чтения по выходным в них проходят мастер классы музыкальные вечера и пленэры где парк ходынское поле парк 50 летия октября усадьба воронцово,Искусство и культура
mosrutop,2026-05-20T16:02:54+00:00,6,"🚇 **Строительство станции «Достоевская» на Кольцевой линии **[**продолжается**](https://max.ru/mossobyanin/AZ5FXXIRK6w)**. **Метростроители завершили проходку шестого шахтного ствола, смонтировав 43 чугунных кольца. Работы велись в неустойчивых грунтах с помощью отбойных молотков без средств малой механизации.

Через этот ствол будут возводить станционный комплекс, включая платформенный участок. Завершить «Достоевскую» планируется в 2030 году — это один из самых сложных проектов метро. Новая станция станет 13-й на Кольцевой линии и обеспечит пересадку на Люблинско-Дмитровскую линию.

🌼Подписывайтесь на «Город Москва» в [МАКС](https://max.ru/mosru) и [Telegram](https://t.me/mosrutop)",строительство станции достоевская на кольцевой линии продолжается метростроители завершили проходку шестого шахтного ствола смонтировав 43 чугунных кольца работы велись в неустойчивых грунтах с помощью отбойных молотков без средств малой механизации через этот ствол будут возводить станционный комплекс включая платформенный участок завершить достоевскую планируется в 2030 году это один из самых сложных проектов метро новая станция станет 13 й на кольцевой линии и обеспечит пересадку на люблинско дмитровскую линию подписывайтесь на город москва в макс и telegram,Искусство и культура
mosrutop,2026-05-21T07:01:49+00:00,6,"♻️ **Экоцентр на юге столицы за 4 месяца **[**посетили более 2,1 тыс. горожан**](https://www.mos.ru/news/item/170270073/)**.** С ноября 2025 года здесь собрали свыше 15,5 тонны полезных отходов. Чаще всего на переработку сдают макулатуру, стекло и пластиковые бутылки.

Всего центр принимает более 20 видов вторсырья, включая батарейки и блистеры. Для гостей проводят бесплатные экскурсии, лекции и творческие мастер-классы.",экоцентр на юге столицы за 4 месяца посетили более 2 1 тыс горожан с ноября 2025 года здесь собрали свыше 15 5 тонны полезных отходов чаще всего на переработку сдают макулатуру стекло и пластиковые бутылки всего центр принимает более 20 видов вторсырья включая батарейки и блистеры для гостей проводят бесплатные экскурсии лекции и творческие мастер классы,Искусство и культура
