channel_short,date,forwards,replies,topic,text,views
kommersant,2025-10-21T04:35:48+00:00,22.0,,8,"Россия, кажется, одержала важную победу в борьбе с зимними федерациями за возвращение на международные соревнования. На нее очень похоже решение апелляционного трибунала Международной федерации бобслея и скелетона (IBSF) о «частичной» отмене введенного конгрессом структуры запрета на участие отечественных спортсменов в международных соревнованиях. Формально оно даже обеспечивает им допуск на отборочные соревнования к Олимпиаде 2026 года, хотя попасть на нее бобслеистам и скелетонистам из-за нюансов квалификационного регламента, судя по всему, будет непросто. В Министерстве спорта РФ, однако, этот вердикт предпочитают рассматривать прежде всего как значимый прецедент для остальных федераций, упорно отказывающихся вернуть россиян,— например, для Международной федерации лыжных видов спорта (FIS), которая 21 октября рассмотрит вопрос об их допуске на Олимпийские игры. Подробнее — в материале «Ъ». Подписывайтесь на «Ъ»|Оставляйте «бусты»",26154.0
kommersant,2025-10-21T00:37:57+00:00,18.0,,6,"Вклад телесериалов в структуру телепросмотра в январе—сентябре вырос до 29%, в то время как у развлекательных программ показатель сократился с 18% до 17%, следует из данных Mediascope, с которыми ознакомился «Ъ». Аналогичная ситуация у новостей — их вклад в телепросмотр сократился с 14% до 13%. ТВ-смотрение в целом вышло на плато, говорит собеседник «Ъ» в одной из студий кинопроизводства. Как отмечает источник «Ъ» на медиарынке, по итогам года предпочтения россиян вряд ли изменятся по двум причинам: пересечение аудитории ТВ и онлайн-кинотеатров, которая смотрит сначала в онлайне, а потом по телевизору одни и те же проекты; отсутствие «особо важных политических событий, которые подстегнули бы потребление новостей и, соответственно, социально-политических программ». Сети меняются. Мы следим. Подписывайтесь.",24093.0
kommersant,2025-10-20T17:40:46+00:00,473.0,,6,"Новый роман Александра Проханова «Лемнер», навеянный мятежом ЧВК «Вагнер», появился и исчез с прилавков. После скандала вокруг презентации книги, купить ее стало непросто. Михаил Трофименков, которому удалось прочитать роман, считает, что это вершинная проза 87-летнего писателя. _Подробнее — в материале «Ъ» «Есть рыбоженщины в русских селеньях»._ Подписывайтесь на «Ъ»|Оставляйте «бусты",53906.0
rian_ru,2025-11-01T18:03:23+00:00,206.0,,3,"Спущенная на воду АПЛ ""Хабаровск"" специально спроектирована и построена для ядерного подводного комплекса ""Посейдон"", сообщил экс-начальник главного штаба ВМФ адмирал Виктор Кравченко. Подписаться на РИА Новости",72643.0
rian_ru,2025-11-01T18:00:53+00:00,412.0,,10,"Полиция задержала ростовчанина, проводившего странные обряды с атрибутикой с мясного рынка у дома жительницы Красного Сулина. Столь странным способом – подкидывая коровью голову и рисуя знаки красной жидкостью – он, по его словам, пытался привлечь внимание бывшей сожительницы. Подписаться на РИА Новости",78717.0
rian_ru,2025-11-01T17:49:27+00:00,140.0,,3,"Белоусову показали патрульный ледовый корабль ""Иван Папанин"", повысивший эффективность работы ВМФ России в Арктике, сообщили в Минобороны. Подписаться на РИА Новости",105955.0
rian_ru,2025-11-01T17:39:05+00:00,454.0,,3,"Минобороны России показало видео спуска на воду подлодки-носителя подводного оружия и роботизированных средств ""Хабаровск"". Подписаться на РИА Новости",132967.0
rian_ru,2025-11-01T17:30:10+00:00,556.0,,3,"Атомная подводная лодка ""Хабаровск"" спущена на воду в Северодвинске, сообщило Минобороны. Этот носитель подводного оружия и роботизированных средств позволит успешно решать задачи по защите интересов России в Мировом океане. Подписаться на РИА Новости",156543.0
rian_ru,2025-11-01T17:06:15+00:00,308.0,,1,"УЗГА планирует построить первый опытный образец самолета ""Ладога"" до конца года, первый полет ожидается в середине 2026 года. Подписаться на РИА Новости",178557.0
rian_ru,2025-11-01T17:00:54+00:00,103.0,,3,"Спецоперация. Обстановка и главные события на 1 ноября ВСУ потеряли за сутки до 1370 военнослужащих, 15 бронемашин, следует из сводки Минобороны России. ВС России уничтожили вертолетный десант ГУР в количестве 11 человек в районе Красноармейска. Армия России уничтожает окруженные подразделения ВСУ в районе Купянска. Военные пресекли 2 попытки деблокирования окруженных формирований подразделениями ВСУ в районах населенных пунктов Петровка и Великая Шапковка в Харьковской области. Украинские военные, окруженные в Красноармейске в ДНР, начали сдаваться в плен, видео с пленными показало Минобороны России. Командование ВСУ не забирало раненых из Красноармейска, рассказал пленный военнослужащий ВСУ. Подписаться на РИА Новости",180693.0
rian_ru,2025-11-01T16:56:59+00:00,587.0,,0,"ChatGPT больше не сможет давать юридические и медицинские советы. Пользователи также не смогут использовать ИИ для распознавания лиц без согласия субъекта, принятия важных решений по финансовым, образовательным, жилищным, миграционным вопросам и трудоустройству, для академического обмана и мошенничества. Подписаться на РИА Новости",170515.0
rian_ru,2025-11-01T16:54:29+00:00,208.0,,1,"Первый полет прототипа самолета ""Байкал"" с российскими двигателем и винтом ожидается в конце этого года, а получение сертификата типа запланировано на 2026 год. Подписаться на РИА Новости",172533.0
rian_ru,2025-11-01T16:20:56+00:00,409.0,,10,"Стрит-арт художника Ивана Лебедева (Namer) приговорили к 1,5 года колонии за то, что он выбросил своего кота в окно с высоты 4-го этажа. Происходящее он снимал на телефон. Кот получил серьезные травмы. Подписаться на РИА Новости",206826.0
rian_ru,2025-11-01T16:03:37+00:00,104.0,,3,"Кириенко и Пушилин наградили бойцов, освобождающих ДНР на красноармейском направлении, видео публикует глава республики. Подписаться на РИА Новости",229126.0
rian_ru,2025-11-01T15:58:35+00:00,34.0,,3,"Минспорт предлагает распространить действие фонда ""Защитники отечества"" по адаптивной физкультуре на ветеранов, не принимавших участие в СВО. Подписаться на РИА Новости",224990.0
rian_ru,2025-11-01T15:48:32+00:00,80.0,,0,"Жители Сербии свыше 5 часов несут цветы к месту трагедии в Нови-Саде, годовщину которой отмечают сегодня. Подписаться на РИА Новости",236368.0
rian_ru,2025-11-01T15:33:48+00:00,139.0,,0,"Реальность ракеты ""Буревестник"" не вызывает сомнений на Западе, там очень обеспокоены тем, какое ещё вооружение Россия может продемонстрировать, отметила Захарова. Подписаться на РИА Новости",245159.0
rian_ru,2025-11-01T15:27:53+00:00,274.0,,3,"Соцфонд России в субботу досрочно перечислил пенсии и пособия, выплата которых выпадала на ноябрьские праздники, их получили около 17 млн россиян. Подписаться на РИА Новости",249191.0
rian_ru,2025-11-01T15:19:25+00:00,70.0,,3,"Успешное применение российского оружия на СВО повысило его рейтинг и расширило его экспортный ассортимент. ""Действенность этих новых образцов техники уже доказана"", - заявил глава федслужбы по военно-техническому сотрудничеству Шугаев. Подписаться на РИА Новости",255212.0
rian_ru,2025-11-01T15:05:35+00:00,1205.0,,10,"Мужчина устроил погром, разбив посуду на 200 тысяч рублей в ТЦ в подмосковных Котельниках, он задержан, сообщили в Росгвардии. ""Первая тарелка – ""на счастье""… В какой-то момент мне понравилось то, что я разбил тарелку, и мне захотелось разбить еще"", - так объяснил мужчина свои действия. Подписаться на РИА Новости",266607.0
rian_ru,2025-11-01T15:01:56+00:00,124.0,,0,"Главные новости субботы: Украинские военные, окруженные в Красноармейске в ДНР, начали сдаваться в плен. Украинские мошенники начали использовать новую многоходовую схему вербовки россиян. РЖД открывают детские зоны на вокзалах и игровые площадки возле них. Второе уголовное дело блогера-иноагента Максима Каца передали мировому судье. Российские школьники завоевали три золотые медали на международной олимпиаде по химии. Резкое похолодание на 15 градусов за 2-3 дня ожидается в азиатской части России. Словакия положительно относится к идее создания антиукраинской коалиции вместе с Венгрией и Чехией. Грабители, укравшие исторические ценности из Лувра, пытались продать их в даркнете. Институт Пушкина нашёл самое длинное слово в русском языке. Первый пошел: cуд вынес приговор о хищениях при строительстве фортификаций в курском приграничье. Подписаться на РИА Новости",285727.0
rian_ru,2025-11-01T14:57:33+00:00,73.0,,3,"Десятки тысяч студентов и граждан старшего возраста участвуют в массовой акции в годовщину гибели 16 человек в Нови-Саде, передают сербские СМИ. Подписаться на РИА Новости",244154.0
rian_ru,2025-11-01T14:32:03+00:00,549.0,,10,"Машинист электропоезда призывал подростков заниматься зацепингом в Москве, сообщает СК. Он регулярно размещал в соцсетях и мессенджерах видеоролики с призывами к подросткам заниматься зацепингом, а также координировал их встречи на ж/д платформах. Мужчину задержали. Подписаться на РИА Новости",273273.0
rian_ru,2025-11-01T12:50:45+00:00,68.0,,10,"Десять детей обратились к медикам с кишечной инфекцией в Казбековском районе Дагестана, шестерых госпитализировали, сообщили власти района. Подписаться на РИА Новости",315579.0
rian_ru,2025-11-01T12:29:43+00:00,275.0,,3,"Торжественная церемония открытия мемориального комплекса ""Миус-фронт"" прошла в Красном Луче в ЛНР. ""Да, полностью возрождено и восстановлено все то, что было создано в 1967 году. Но сегодня это новый мемориал. Мемориал, который соединяет в себе всю значимость Донбасса для России и российской истории"", - сказал Кириенко на открытии. Подписаться на РИА Новости",323841.0
rian_ru,2025-11-01T02:45:12+00:00,5255.0,,1,"Институт Пушкина нашёл самое длинное слово в русском языке. Как рассказал РИА Новости завкафедрой общего и русского языкознания Павел Катышев, с помощью ИИ удалось выяснить, что на статус самого длинного русского слова претендует прилагательное из 55 букв - ""тетрагидропиранилциклопентилтетрагидропиридопиридиновые"". Подписаться на РИА Новости",445044.0
rian_ru,2025-11-01T00:30:02+00:00,3713.0,,5,"Подогрев сиденья в машине опасен для мужского здоровья. Как рассказал РИА Новости старший преподаватель кафедры фармакологии Института фармации и медицинской химии Пироговского университета кандидат медицинских наук Андрей Кондрахин, злоупотребление этой опцией может сказаться на качестве спермы и привести к обострению хронических заболеваний. Он призвал в случае необходимости использовать подогрев понемногу: согреться, выключить и ехать дальше без него. Подписаться на РИА Новости",399732.0
rian_ru,2025-10-31T22:19:13+00:00,379.0,,6,"Татьяна Куртукова получила ""Золотой граммофон"" в спецноминации за выступление с песней ""Матушка-земля"" на встрече футбольных сборных России и Нигерии. На кадрах РИА Новости зал хором исполняет популярную песню. Затем на сцену вышел футболист Александр Мостовой, он вручил награду певице. Подписаться на РИА Новости",403733.0
rian_ru,2025-10-31T17:30:23+00:00,2604.0,,0,"Капибар и выдр из ""Москвариума"" угостили тыквами. Ничто так не создает настроение, как символы урожая этого сезона. Подписаться на РИА Новости",465945.0
rian_ru,2025-10-31T16:41:01+00:00,822.0,,0,"Ведро воды на квадратный метр выпало за пятницу в Москве, сообщил РИА Новости ведущий специалист центра погоды ""Фобос"" Тишковец. Подписаться на РИА Новости",448710.0
rian_ru,2025-10-31T16:01:56+00:00,455.0,,1,"Китай запустил пилотируемый корабль ""Шэньчжоу-21"" с тремя космонавтами и 4 мышами к орбитальной станции ""Тяньгун"". Подписаться на РИА Новости",461807.0
rian_ru,2025-10-30T23:44:07+00:00,1401.0,,6,"Солистка ""Города 312"" Ая впервые после обширного инсульта появилась на сцене. Как передает корреспондент РИА Новости, она, сидя на кресле, исполнила песню ""Останусь"" на юбилейной музыкальной премии ""Золотой граммофон"". Подписаться на РИА Новости",439017.0
rian_ru,2025-10-30T19:02:01+00:00,281.0,,6,"Русский национальный балет ""Кострома"" представил спектакль об истории России в Пекине. Подписаться на РИА Новости",476413.0
rian_ru,2025-10-30T14:28:46+00:00,344.0,,3,"Молодых врачей, которые едут работать в регионы, нужно обеспечить жильем, считает Володин. Совершенно очевидно, только через это там произойдет закрепление высококвалифицированных специалистов, те, кто учится шесть лет, не меньше. Подписаться на РИА Новости",500075.0
rian_ru,2025-10-30T07:58:24+00:00,486.0,,10,"Полицейские задержали группу хакеров, создавших вирус ""Медуза"" – троих молодых IT-специалистов. Это вредоносное ПО предназначено для кражи учетных данных, сведений о криптокошельках и другой информации. В мае участники группы с помощью своих разработок взломали защиту одного из учреждений Архангельской области. Подписаться на РИА Новости",522381.0
rian_ru,2025-10-30T07:32:15+00:00,1341.0,,1,"Геомагнитные возмущения сохранятся на Земле ещё сутки, сообщили ученые. Подписаться на РИА Новости",491282.0
rian_ru,2025-10-30T05:06:02+00:00,68.0,,0,"Облачная погода, небольшие дожди и до +8 прогнозируют в Москве в четверг, сообщил РИА Новости ведущий специалист центра погоды ""Фобос"" Михаил Леус. Подписаться на РИА Новости",488112.0
rian_ru,2025-10-30T04:45:58+00:00,276.0,,5,"Операции на открытом сердце, экстренное протезирование сосудов и другие сложнейшие процедуры проводят военные врачи спецназа ""Ахмат"" и 4-й бригады 3-й общевойсковой армии группировки войск ""Южная"" в госпитале ""красной зоны"" . О том, как работают медики в госпитале у линии фронта, в репортаже РИА Новости. Подписаться на РИА Новости",519648.0
rian_ru,2025-10-29T03:35:10+00:00,590.0,,1,"Первое органическое авокадо из Эквадора появится в России. Как сообщили РИА Новости в Роскачестве, организация выдала сертификаты соответствия органическим требованиям двум производителям из латиноамериканской страны. Frank Seelig и UyamaFarms получили право ввозить продукцию в Россию как органическую и маркировать ее знаком ""Органик"". Подписаться на РИА Новости",481041.0
rian_ru,2025-10-29T00:14:46+00:00,650.0,,0,"Снег в Москве, вероятно, пойдет в середине ноября, рассказала РИА Новости главный специалист столичного метеобюро Татьяна Позднякова. Подписаться на РИА Новости",469289.0
rian_ru,2025-10-28T23:53:20+00:00,1772.0,,10,"Опасные лабораторные обезьяны, переносящие гепатит С и COVID, сбежали в США. Как сообщили в полиции американского штата Миссисипи, сбежавшие макаки-резусы весят по 18 кг и агрессивны к людям. Правоохранители утверждают, что все сбежавшие обезьяны, кроме одной, уже уничтожены. Ее поиски продолжаются. Подписаться на РИА Новости",461491.0
rian_ru,2025-10-28T22:36:23+00:00,378.0,,1,"Российские космонавты первыми в мире вырастили в открытом космосе идеальные кристаллы. Две недели назад Сергей Рыжиков и Алексей Зубрицкий установили снаружи МКС кассету для эксперимента ""Экран-М"". Он нужен для создания сверхчистых пленок арсенида галлия – важнейшего материала для солнечных батарей и микроэлектроники. И уже во время 7-часового выхода в открытый космос во вторник космонавты забрали кассету с готовыми кристаллами. Подписаться на РИА Новости",442170.0
rian_ru,2025-10-28T13:58:55+00:00,178.0,,5,"Уже более 47 млн человек вакцинировались от гриппа в России, сообщил Роспотребнадзор. Подписаться на РИА Новости",534349.0
rian_ru,2025-10-28T13:25:01+00:00,207.0,,3,"Минсельхоз России не ожидает повторения прошлогодней ситуации с ""перекосом"" цен на картофель, урожай в этом году должен быть достаточно хороший, заявила глава ведомства Лут. Подписаться на РИА Новости",544519.0
rian_ru,2025-10-28T02:28:44+00:00,410.0,,1,"Импортозамещенный МС-21, на борту которого тестировали работу новых систем и двигателей ПД-14, поднялся в небо с аэродрома Иркутске, сообщили в Минпромторге Подписаться на РИА Новости",440164.0
rian_ru,2025-10-27T23:59:07+00:00,68.0,,6,"Литературных премий в России должно быть больше, считает Прилепин. В России не так много премий: вот ""Слово"", ""Большая книга""… У нас их не то что много, у нас мало премий, на самом деле. По его словам, в России сейчас литературная жизнь ""куда более насыщенная"", а отечественные премии вручаются два-три раза в год. Они привел пример Италию, где в каждом районе есть по три своих премии, как и в каждом немецком городе. Прилепин отметил, что они являются формой поддержки государством литераторов. Подписаться на РИА Новости",421993.0
rian_ru,2025-10-27T23:48:48+00:00,272.0,,1,"Введение четырехдневной рабочей недели для всех работников в России нереализуемо. Такое мнение в беседе с РИА Новости выразил профессор кафедры психологии и развития человеческого капитала факультета социальных наук и массовых коммуникаций Финансового университета Александр Сафонов. Во-первых, для сохранения объема ВВП в прежних параметрах потребуется либо увеличение производительности труда не менее чем на 20%, либо привлечение дополнительной рабочей силы в 14 млн человек. Во-вторых, по его словам, сохранение объемов ВВП при гипотетической возможности привлечь 20% нового персонала без роста производительности труда приведет к сокращению зарплаты, что невозможно. Подписаться на РИА Новости",406938.0
rian_ru,2025-10-27T20:09:01+00:00,382.0,,1,"Проект токамака BEST поможет Китаю стать лидером в сфере термоядерного синтеза, рассказал РИА Новости старший научный сотрудник НИЯУ МИФИ Степан Крат. Его строят ударными темпами. Я был на стройке. Вполне есть шанс к 31 декабря 2027 года его запустить. В токамаке BEST можно будет запустить новые параметры плазмы, то есть он должен работать с параметрами плазмы выше тех, что уже получали. Есть шанс выйти на ""режим сжигания"" - то есть такой режим, когда больше энергии получается из плазмы, чем требуется на поддержание на ее нагрев и удержание. Вместе с тем эксперт подчеркнул, что BEST пока научная установка, а не станция для генерации электричества. Подписаться на РИА Новости",437259.0
rian_ru,2025-10-27T06:23:36+00:00,4864.0,,1,"На разошедшемся в сети видео, записанном в Подмосковье, вероятно, снят небольшой метеорит или космический мусор, сообщил РИА Новости руководитель Лаборатории солнечной астрономии ИКИ РАН Богачев. Это, скорее всего, метеорит размером сантиметров десять ... Часто люди удивляются и не верят, что камни 5-10 сантиметров создают такие сильные следы, но это действительно так А светился объект зеленым цветом, скорее всего, из-за того, что в нем высокое содержание никеля – это один из основных металлов в таких телах. До Земли ""почти наверняка ничего не долетело"", отметил ученый – вероятно, объект сгорел в атмосфере. Подписаться на РИА Новости",517513.0
rian_ru,2025-10-26T15:32:43+00:00,560.0,,5,"Персонального ""цифрового двойника"" для контроля здоровья разработали в России - он анализирует всю медицинскую историю пользователя, рассказали РИА Новости в пресс-службе Платформы Национальной технологической инициативы. Стартап Lissa Health разработал персонального ""цифрового двойника"" здоровья на основе технологий ИИ. Платформа анализирует не отдельные разрозненные анализы, а всю совокупность данных медицинской истории. Такая модель не привязана к какой-либо клинике. ИИ-платформа может экономить врачам до 40-50% рабочего времени и обеспечит пациентам контроль мединформации. Подписаться на РИА Новости",426738.0
rian_ru,2025-10-26T11:51:38+00:00,105.0,,6,"Путин сообщил, что лидеры других стран поддержали идею о создании Евразийской киноакадемии. Об этом он заявил, поздравляя режиссера Никиту Михалкова с юбилеем в театре ""Мастерская ""12"" во вторник. Кадры посещения показали в программе ""Москва. Кремль. Путин"" на телеканале ""Россия 1"". Подписаться на РИА Новости",411573.0
tass_agency,2025-11-01T11:46:16+00:00,80.0,,10,"Глава курской стройфирмы Синьговский приговорен к четырем годам лишения свободы по делу о растрате при строительстве фортификаций, передает корреспондент ТАСС.",51749.0
tass_agency,2025-11-01T11:44:33+00:00,20.0,,3,"Расчеты орудий и дронов Южной группировки войск уничтожили пункт управления БПЛА, бронемашину и миномет ВСУ в районе Северска, сообщили в МО РФ. Видео: Минобороны России/ТАСС",47016.0
tass_agency,2025-11-01T11:31:01+00:00,106.0,,3,"В Купянске ударом российского FPV-дрона уничтожили замкомандира бригады ВСУ, сообщили ТАСС силовики. Командование ВСУ этот факт скрывает, потому что тем самым косвенно признает ""котел"" в населенном пункте.",51949.0
tass_agency,2025-11-01T11:19:01+00:00,153.0,,10,"В Петербурге задержан 13-летний подросток за попытку поджечь отдел полиции, сообщили в городском главке СК. Также возбуждено уголовное дело в отношении другого 12-летнего мальчика за попытку поджога служебных машин. Предварительно, подростки стали жертвами мошенников, которые через мессенджер угрозами заставили их совершить противоправные действия.",48318.0
tass_agency,2025-11-01T11:04:01+00:00,69.0,,3,"Спонсирование Киева без активов РФ станет тяжким бременем для ЕС, считает Euronews. Телеканал отмечает, что если план экспроприации ""рухнет под давлением Бельгии"", то вся тяжесть финансирования Украины ложится на бюджеты стран ЕС. Учитывая, что задолженность государств еврозоны превышает 90% их ВВП, новые кредиты несут серьезные системные риски для Европы. Подпишись на ТАСС в Max",49833.0
tass_agency,2025-11-01T08:52:01+00:00,130.0,,6,"Вуди Харрельсон исключил возвращение к роли в ""Настоящем детективе"", поскольку ""съемки нового сезона лишь испохабят его"", заявил он в интервью NBC. Слухи о возможном новом сезоне усилились после рассказа создателя сериала о том, что у него есть новый сюжет для актеров. Подпишись на ТАСС в Max",51702.0
tass_agency,2025-11-01T08:46:01+00:00,35.0,,10,"Суд арестовал до 30 декабря мужчину, обвиняемого в убийстве матери — ее тело без головы нашли в лесопарке в Екатеринбурге, сообщили в объединенной пресс-службе судов Свердловской области.",50653.0
tass_agency,2025-11-01T08:42:01+00:00,211.0,,3,"РФ может потребовать у Европы компенсацию в €200 млрд за финансирование Украины после завершения конфликта, сообщил член финской партии ""Альянс свободы"" Армандо Мема. Он отметил, что мир невозможен, пока европейцы не перестанут быть высокомерными.",66230.0
tass_agency,2025-11-01T08:16:01+00:00,521.0,,10,"Женщина через поцелуй пыталась передать наркотики мужчине в суде, сообщили в прокуратуре. Она осуждена на 10 лет тюрьмы. Преступница приехала с веществами к суду в Новосибирске и дождалась сожителя, доставленного для рассмотрения дела. Увидев его, она поцеловала мужчину в губы, попытавшись передать наркотик, но пристав обо всем догадался и остановил ее.",56836.0
tass_agency,2025-11-01T07:51:01+00:00,337.0,,1,"Активный центр, вспышки из которого уже на следующей неделе могут начать влиять на Землю, полностью вышел на видимую сторону Солнца, сообщает лаборатория солнечной астрономии ИКИ РАН и ИСЗФ СО РАН. Видео: Telegram-канал лаборатории солнечной астрономии ИКИ РАН",57387.0
tass_agency,2025-11-01T06:47:01+00:00,106.0,,3,"Володин рассказал о законах, вступающих в силу в ноябре: Закон о штрафах за неустранение нарушений при подготовке к отопительному периоду начнет работать с 7 ноября. Для юридических лиц — штраф до 40 тысяч рублей, для должностных лиц — до 10 тысяч рублей; Закон о проверке сведений об абонентах вступает в силу с 1 ноября. Операторы не вправе обслуживать номера, не проверив сведения о них; Наследников начнут своевременно информировать о долгах наследователя с 24 ноября; 30 ноября заканчивается период постановки иностранных граждан на учет, соответствующий закон вступил в силу в сентябре. Подпишись на ТАСС в Max",52330.0
tass_agency,2025-11-01T06:41:01+00:00,114.0,,10,"Драгоценности из Лувра хотели продать израильской фирме через даркнет, сообщает Bild. Компания CGI Group, специализирующаяся на вопросах безопасности и аналитике, рассказала, что ей предложили приобрести часть украшений через даркнет, уточнила газета. Фирма сообщила в органы, но это не помогло вернуть украденные драгоценности.",48522.0
tass_agency,2025-11-01T06:37:01+00:00,1.0,,10,"Объявленный в розыск бизнесмен Горбунов заочно арестован по обвинению в вымогательстве, сообщили в объединенной пресс-службе судов Свердловской области.",48705.0
tass_agency,2025-11-01T06:34:01+00:00,141.0,,10,"Российскую туристку приговорили к шести месяцам заключения за поджог тополиного пуха в парке в Сеуле, сообщает YTN. Туристка в алкогольном опьянении не стала обращаться в экстренные службы и скрылась. Отмечается, что после поджога огонь охватил около 500 кв. м, его удалось потушить только через час.",50402.0
tass_agency,2025-11-01T06:29:04+00:00,32.0,,3,Южная группировка уничтожила 11 пунктов управления беспилотниками противника и не менее 30 украинских боевиков на константиновском направлении. Видео: Минобороны России/ТАСС,48161.0
tass_agency,2025-11-01T03:25:12+00:00,1.0,,3,"Декларация саммита АТЭС утверждена консенсусом, также утверждены тематические заявления лидеров, заявил посол МИД РФ Бердыев. Утвержденные на саммите документы отвечают российским интересам и не содержат геополитики, отметил он.",50325.0
tass_agency,2025-11-01T03:16:46+00:00,0.0,,10,"План ""Ковер"" в Пензенской области отменен, сообщает ГУ МЧС. Подпишись на ТАСС в Max",48908.0
tass_agency,2025-11-01T03:14:21+00:00,69.0,,4,"ЦБ может понизить ключевую ставку до 15,5-16% на следующем заседании, заявил ТАСС зампред комитета СФ по бюджету и финансовым рынкам Андрей Епишин.",50022.0
tass_agency,2025-11-01T03:02:37+00:00,107.0,,3,"ВС РФ нанесли удар по Яворовскому полигону на Украине, сообщили ТАСС в российских силовых структурах.",69139.0
tass_agency,2025-11-01T02:57:48+00:00,242.0,,0,"Вильфанд сообщил, что в шести округах России ожидается теплый ноябрь. Речь идет о Северо-Западном, Центральном, Уральском, Приволжском, Южном и Сибирском федеральных округах.",54639.0
tass_agency,2025-10-29T10:11:01+00:00,185.0,,3,"Студенты-медики могут перейти на платное обучение вместо отработки целевого в случае принятия поправок в ФЗ, сообщила замминистра здравоохранения РФ Семенова: ""Люди, которые учатся за наши средства, средства налогоплательщиков, должны потом пойти работать в систему [здравоохранения]. Не хочешь работать в системе — перейди на платное место"".",58186.0
d_code,2025-11-01T18:20:56+00:00,27.0,2.0,7,"Что бы такого посмотреть интересного Собрали 6 свежих фильмов с историями, которые цепляют куда сильнее очередного блокбастера. От ледяных пустошей до виртуальных миров, от реальной драмы до философии — в этой подборке только то, что действительно стоит вашего вечера. Приятного просмотра: https://kod.ru/top-6-novykh-filmov-nov-2025",3082.0
d_code,2025-11-01T15:05:41+00:00,22.0,0.0,1,"Смарт-часы, чтобы общаться под водой У крупных ритейлеров стартовали продажи HUAWEI WATCH Ultimate 2 со специальной фишкой для дайверов. Она позволяет отправлять страхующему напарнику популярные текстовые шаблоны или сигнал SOS, чтобы опыт погружения был комфортным и безопасным. А ещё HUAWEI WATCH Ultimate 2 — это единственные умные часы в мире, которые позволяют погружаться на глубину до 150 метров и поддерживать подводную связь на основе гидролокатора. Алексей Молчанов, чемпион мира по фридайвингу, уже протестировал смарт-часы в деле: «Способность часов работать без подзарядки измеряется сутками – во время теста мне, признаться, так и не удалось их разрядить. Каждый раз, когда спустя несколько дней использования я ставил их на зарядку, в часах оставалось еще много “энергии”». #партнерский_пост",19167.0
